Original,Furigana,English,Russian,JLPT Level
頼る,たよる,"to rely on, to have recourse to, to depend on","полагаться, прибегать, зависеть от",N3
段,だん,"step, stair, grade","шаг, ступенька, ступень",N3
単位,たんい,"credit (for a course in school); unit, denomination","кредит (за курс обучения в школе); единица измерения, номинал",N3
単語,たんご,word; vocabulary,слово; словарный запас,N3
男子,だんし,young man,молодой человек,N3
単純,たんじゅん,simplicity,простота,N3
誕生,たんじょう,birth,рождение,N3
ダンス,ダンス,dance,танцевать,N3
団体,だんたい,"organization, association","организация, ассоциация",N3
担当,たんとう,(in) charge,(в) заряд,N3
単なる,たんなる,"mere, simple, sheer","простой, чистый",N3
単に,たんに,"simply, merely",просто,N3
地,ち,earth,земля,N3
地位,ちい,"(social) position, status","(социальное) положение, статус",N3
地域,ちいき,"area, region","область, регион",N3
チーズ,チーズ,cheese,сыр,N3
チーム,チーム,team,команда,N3
知恵,ちえ,"wisdom, wit, intelligence","мудрость, остроумие, интеллект",N3
地下,ちか,"basement, underground",подвал,N3
違い,ちがい,"difference, discrepancy","разница, несоответствие",N3
違いない,ちがいない,"(phrase) sure, no mistaking it, for certain","(фраза) конечно, без ошибок, наверняка",N3
近頃,ちかごろ,"lately, recently, nowadays","в последнее время, недавно, в настоящее время",N3
地球,ちきゅう,the earth,земля,N3
地区,ちく,"district, section","район, секция",N3
遅刻,ちこく,"lateness, late coming",опоздание,N3
知事,ちじ,prefectural governor,губернатор префектуры,N3
知識,ちしき,"knowledge, information","знания, информация",N3
父親,ちちおや,father,отец,N3
知能,ちのう,"intelligence, brains","интеллект, мозги",N3
地平線,ちへいせん,horizon,горизонт,N3
地方,ちほう,"area, locality, region","область, местность, регион",N3
茶,ちゃ,tea,чай,N3
チャンス,チャンス,"chance, opportunity","шанс, возможность",N3
ちゃんと,ちゃんと,"perfectly, properly, exactly","совершенно, как следует, точно",N3
中,ちゅう,"inside, middle, among","внутри, посередине, среди",N3
注,ちゅう,"annotation, explanatory note","аннотация, пояснительная записка",N3
中央,ちゅうおう,"central, center, middle","центральный, средний",N3
中学,ちゅうがく,"middle school, junior high school","средняя школа, неполная средняя школа",N3
中古,ちゅうこ,"used, second-hand",б/у,N3
中止,ちゅうし,"suspension, stoppage, discontinuance","приостановка, прекращение",N3
駐車,ちゅうしゃ,"parking (e.g., car)","парковка (например, автомобиль)",N3
昼食,ちゅうしょく,lunch (same as 昼ご飯 (ひるごはん)),"обед (то же самое, что 昼ご飯 (ひるごはん))",N3
中心,ちゅうしん,"center, core","центр, ядро",N3
注目,ちゅうもく,"notice, attention, observation","замечание, внимание, наблюдение",N3
注文,ちゅうもん,"order, request","заказ, запрос",N3
長期,ちょうき,long time period,длительный период времени,N3
調査,ちょうさ,survey; investigation,опрос; расследование,N3
調子,ちょうし,"condition, state, tune, tone","состояние, мелодия, тон",N3
頂上,ちょうじょう,"top, summit, peak",вершина,N3
ちょうだい,ちょうだい,-- colloquial form of ください; typically used by children or women --,-- разговорная форма ください; обычно используется детьми или женщинами -,N3
貯金,ちょきん,(bank) savings,(банковские) сбережения,N3
直接,ちょくせつ,"direct, immediate, firsthand","прямой, непосредственный, из первых рук",N3
著者,ちょしゃ,"author, writer","автор, писатель",N3
散らす,ちらす,"to scatter, to disperse, to distribute","разбрасывать, распределять",N3
散る,ちる,"to fall, to scatter (e.g., blossoms)","падать, разбрасываться (например, цветы)",N3
